,kcat,data_type,MW,kcat_MW
rxn00545_c,163.75925,Other_species,139162.0236,4236.308762615608
rxn00568_c_reverse_num1,130.0,Other_species,32585.4422,14362.24179888527
rxn00762_c,36.880416249999996,Other_species,157379.7808,843.6248787811247
rxn08971_c,113.45,Other_species,60630.1003,6736.25802990796
rxn00225_c_reverse,887.8,Other_species,86565.75,36920.83762920093
rxn00148_c_reverse,561.2830769230769,Other_species,103433.032,19535.52978049678
rxn00781_c_num1,125.234,Other_species,147122.2948,3064.405708277465
rxn00250_c,12.963145454545455,Other_species,126891.8898,367.7723116104433
rxn00171_c_num1,11.03,Other_species,191059.7792,207.83024122745348
rxn00549_c,14.13,Other_species,72261.9442,703.9389897843353
rxn00506_c,36.0943,Other_species,162478.1243,799.7352293412707
rxn02380_c,1231.8181818181818,Other_species,49011.1365,90480.36367296755
rxn05938_c_reverse,47.857142857142854,Other_species,254785.2608,676.1996896710372
rxn00499_c,85.07575181818181,Other_species,276389.82999999996,1108.1185821687236
rxn00392_c,2.6733333333333333,Other_species,103152.2169,93.29901275248308
rxn00747_c,11660.6,Other_species,52987.8448,792222.4457032456
rxn01334_c_num1,16.6515,Other_species,122055.0224,491.1342345548575
rxn00777_c_num1,7734.305,Other_species,45860.2766,607137.594106879
rxn02314_c,163.75925,Other_species,139162.0236,4236.308762615608
rxn04794_c,7.9825,Other_species,168051.7222,171.00092533297467
rxn01871_c_reverse,2.4,Other_species,528028.162,16.362763620929748
rxn00786_c_num1,18.5473,Other_species,122055.0224,547.0506554099817
rxn01100_c,368.7242857142857,Other_species,42119.704,31515.11768865775
rxn00173_c,707.819090909091,Other_species,139608.3324,18252.124951767757
rxn01116_c,1336.51725,Other_species,44463.0614,108212.5690067756
rxn00670_c,500.45,Other_species,139608.3324,12904.817133966424
rxn01870_c,1.4984848181818182,Other_species,122055.0224,44.197651513065026
rxn01106_c_num1,324.9216666666667,Other_species,54366.996,21515.222213123565
rxn00543_c,31.627563,Other_species,231000.13989999998,492.8967872023354
rxn01476_c,14.3,Other_species,37721.9679,1364.7220138798748
rxn00799_c_num1,478.9045454545455,Other_species,39859.6882,43253.132211816046
rxn00011_c_reverse,75.91831578947368,Other_species,193462.39889999997,1412.7083009209255
rxn08975_c,105.39372727272728,Other_species,60630.1003,6257.905170937317
rxn00459_c,58.39727272727273,Other_species,183661.7012,1144.6598852378581
rxn00770_c,24.1725,Other_species,249723.29110000003,348.46969866800697
rxn05209_c_num1,1142.7105161621917,fill,82724.4624,49728.432664723965
rxn00175_c,744.0071428571429,Other_species,185696.69400000002,14423.658583204038
rxn00161_c,235.36363636363637,Other_species,83537.19,10142.896725507417
rxn03249_c,827.0366923076923,Other_species,31543.3946,94388.4489942529
rxn05226_c_num1,1142.7105161621917,fill,62216.1267,66120.4429845018
rxn00569_c_reverse_num1,130.0,Other_species,32585.4422,14362.24179888527
rxn00785_c_num1,31899.69230769231,Other_species,33236.9178,3455160.7040918907
rxn00077_c,27.086,Other_species,62317.9968,1564.710115970865
rxn01388_c,1.1,Other_species,69246.7188,57.1868251467245
rxn01480_c,3.43,Other_species,31543.3946,391.4607212249756
rxn01200_c_num1,28.642,Other_species,33236.9178,3102.309324241852
rxn00763_c,9.783357583815029,Other_species,231000.13989999998,152.4678180583825
rxn00122_c,0.027325882352941176,Other_species,103152.2169,0.9536700172518371
rxn00974_c,5.3,Other_species,69246.7188,275.5365211614907
rxn00256_c_reverse,454.5487142857143,Other_species,104350.1632,15681.579417295741
rxn01343_c,131.0574,Other_species,139162.0236,3390.34046642018
rxn00157_c_reverse,4.0649999999999995,Other_species,168051.7222,87.08033341416122
rxn00779_c,353.75,Other_species,52005.6858,24487.70707298316
rxn02201_c_num1,0.0354,Other_species,43214.1362,2.949034996562074
rxn00836_c_reverse,9.3875,Other_species,39021.8162,866.053999813571
rxn00423_c,1889.7556666666667,Other_species,48629.0258,139898.34852912065
rxn00364_c_num1,114.32454545454546,Other_species,48035.5862,8567.988780708658
rxn02177_c,5.53,Other_species,84945.2044,234.36284768066318
rxn01673_c,576.4,Other_species,16903.2791,122759.61295580809
rxn00642_c,4.316,Other_species,38806.5563,400.38595230878553
rxn00022_c,153.75,Other_species,179585.4312,3082.0985661335762
rxn02000_c,14.136,Other_species,41304.6176,1232.0559529886557
rxn00322_c,21.77,Other_species,46895.3223,1671.2114589731693
rxn00654_c,10.536666666666667,Other_species,44618.7149,850.1365421441127
rxn00107_c,890.0,Other_species,16903.2791,189549.02069859332
rxn01358_c,4598.060909090909,Other_species,57803.2118,286368.5037087727
rxn01219_c_num1,51.74,Other_species,48035.5862,3877.62520945357
rxn05958_c,0.21545454545454545,Other_species,34024.3286,22.79652224015858
rxn00800_c_num1,1.5233333333333334,Other_species,53615.9384,102.28301814074003
rxn01705_c,2.5013666666666667,Other_species,76254.525,118.09030349346482
rxn09177_c,2.2733333285714283,Other_species,109109.3092,75.007348528398
rxn00211_c,0.117,Other_species,46748.4798,9.00991864980388
rxn00179_c,12.35,Other_species,349957.6548,127.0439420032369
rxn01210_c,83.87888889166666,Other_species,45689.9886,6608.975166389077
rxn00192_c_num1,0.22,Other_species,85156.392,9.300534949860252
rxn01218_c_num1,90.68232558139535,Other_species,219589.16139999998,1486.6688775151142
rxn05614_c,1142.7105161621917,fill,112784.2256,36474.58530924106
rxn10344_c_num1,1142.7105161621917,fill,299044.714,13756.33029308082
rxn02504_c,0.34526666666666667,Other_species,13644.6414,91.09510199366618
rxn00262_c,2.897185714285714,Other_species,103706.4548,100.57106466075601
rxn03039_c,5.65475,Other_species,58843.0986,345.9556088026948
rxn10225_c,8.92,Other_species,31518.5888,1018.827340391585
rxn00898_c,14.895461538461538,Other_species,117169.4754,457.65897095124774
rxn05334_c,7.070588235294117,Other_species,16026.5332,1588.2485207130649
rxn05235_c,0.0188175,Other_species,88436.0643,0.7660110220440915
rxn00816_c,288.90625,Other_species,398463.01619999995,2610.1857831592656
rxn01021_c,2.332105263157895,Other_species,24501.9496,342.6494252264898
rxn00165_c,287.759,Other_species,68460.4058,15131.84720269362
rxn00001_c,187.4955,Other_species,95337.3026,7079.9548717251
rxn08895_c,1142.7105161621917,fill,346680.508,11866.135428023228
rxn11268_c_reverse,1142.7105161621917,fill,72162.6568,57006.740613573005
rxn00710_c,83.86,Other_species,65533.7714,4606.724037859967
rxn02305_c,999.0,Other_species,95201.1756,37776.84442795893
rxn00910_c,117.13846153846154,Other_species,127064.1488,3318.7839805405565
rxn00953_c,13.697692307692307,Other_species,65071.389,757.80912418655
rxn01129_c,5.2,Other_species,76254.525,245.49362808305477
rxn08296_c,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn05647_c,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn01962_c,302.545,Other_species,40817.3564,26683.795719803158
rxn10254_c,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn05459_c,2.5,Other_species,81869.7114,109.93076494465326
rxn01682_c,13.5724,Other_species,143045.5312,341.57404002845215
rxn08941_c,1142.7105161621917,fill,247958.924,16590.481164468554
rxn00337_c,21.54230769230769,Other_species,86225.342,899.4143240662089
rxn08308_c,8.92,Other_species,31518.5888,1018.827340391585
rxn05346_c,0.044333333333333336,Other_species,43139.3518,3.6996383427346724
rxn08127_c,57.15384210526316,Other_species,117297.966,1754.112527227858
rxn05733_c,111.188,Other_species,63427.3575,6310.791049430051
rxn00416_c,2.4476470588235295,Other_species,70072.2009,125.74928857079335
rxn08017_c,0.016,Other_species,17453.3982,3.300216917070052
rxn08192_c,0.845,Other_species,262941.88790000003,11.569096214738176
rxn12512_c,1.73,Other_species,109109.3092,57.08037238677706
rxn08669_c,3.3,Other_species,27247.657,436.00079082028964
rxn00902_c_reverse,15.230555555555556,Other_species,158449.6436,346.04053852223365
rxn06672_c,0.4548,Other_species,127511.7137,12.84023210488779
rxn00649_c,353.54545454545456,Other_species,63427.3575,20066.477408642422
rxn01739_c,66.57383333333334,Other_species,19648.4951,12197.666985702128
rxn01268_c_num1,37.975,Other_species,29994.873,4557.778924418183
rxn02679_c,92.11603090909091,Other_species,41063.8695,8075.6566614533795
rxn01974_c,98.44,Other_species,61700.3158,5743.633487204939
rxn00242_c,4.485,Other_species,163371.7986,98.82978664837935
rxn05350_c,0.044333333333333336,Other_species,43139.3518,3.6996383427346724
rxn05569_c,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn00100_c,5.48635,Other_species,88908.5308,222.148086604081
rxn03482_c,56.0483,Other_species,213090.8964,946.8911314786698
rxn00514_c,1.003999963,Other_species,40817.3564,88.55056244651847
rxn00789_c_reverse_num1,0.986125,Other_species,44148.1774,80.41215309604151
rxn09023_c,1142.7105161621917,fill,41697.2873,98657.68553686919
rxn05560_c_num1,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn08976_c,115.93,Other_species,60630.1003,6883.511621042131
rxn00292_c,3.93,Other_species,86546.7206,163.47239851396517
rxn05157_c_num1,1142.7105161621917,fill,45383.97,90643.41127900203
rxn01451_c,15.0,Other_species,31543.3946,1711.9273522958115
rxn03903_c,5.3149999999999995,Other_species,72801.2976,262.8249856909144
rxn02212_c,6.5,Other_species,37500.6559,623.9890860148929
rxn00695_c,85.72331249999999,Other_species,340277.9196,906.9172791545418
rxn10481_c_num1,1142.7105161621917,fill,299044.714,13756.33029308082
rxn03535_c,74.93867,Other_species,18685.5198,14437.87568596299
rxn00802_c,230.47744444444444,Other_species,101166.546,8201.5135714923
rxn02160_c,474.0573,Other_species,60455.7246,28229.02696628997
rxn00926_c,96.865,Other_species,129927.15,2683.9194117626685
rxn02720_c,92.11603090909091,Other_species,41063.8695,8075.6566614533795
rxn00913_c_num1,90.68232558139535,Other_species,219589.16139999998,1486.6688775151142
rxn01997_c,79.22800000000001,Other_species,154404.8716,1847.2266907412786
rxn00460_c,561.2830769230769,Other_species,103433.032,19535.52978049678
rxn03958_c,1.275,Other_species,41899.735,109.54723221996511
rxn01362_c_reverse,4.2551,Other_species,49632.1718,308.637713089154
rxn03174_c_reverse_num1,7.2103725,Other_species,20970.079,1237.8275255901515
rxn10060_c,32.611666666666665,Other_species,62317.9968,1883.9180658644018
rxn02933_c,827.0366923076923,Other_species,31543.3946,94388.4489942529
rxn00727_c,53.905,Other_species,148999.0402,1302.4110741889197
rxn05617_c_num1,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn03852_c,5.930666666666666,Other_species,26561.6973,803.8040550970363
rxn01354_c,561.2830769230769,Other_species,103433.032,19535.52978049678
rxn01445_c_num1,90.68232558139535,Other_species,219589.16139999998,1486.6688775151142
rxn08766_c,2.650175,Other_species,71484.7936,133.46376927917714
rxn02159_c,8.039,Other_species,45855.9126,631.115997024122
rxn10222_c,8.92,Other_species,31518.5888,1018.827340391585
rxn05466_c,1142.7105161621917,fill,144673.9782,28434.677122771547
rxn00917_c_num1,6.558888888888889,Other_species,112887.7706,209.16348931777026
rxn08792_c,169.05,Other_species,276389.82999999996,2201.889989946447
rxn05234_c,0.017595,Other_species,88436.0643,0.7162462565625504
rxn05957_c,54.012125,Other_species,153202.4144,1269.1944233484612
rxn05335_c,7.070588235294117,Other_species,16026.5332,1588.2485207130649
rxn03419_c,7.2103725,Other_species,20970.079,1237.8275255901515
rxn10256_c,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn01516_c,5.2,Other_species,76254.525,245.49362808305477
rxn00758_c,1.645995238095238,Other_species,27247.657,217.47128045331962
rxn06078_c,1142.7105161621917,fill,153202.4144,26851.782162147763
rxn05607_c,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn05348_c,0.044333333333333336,Other_species,43139.3518,3.6996383427346724
rxn04056_c,22.018571428571427,Other_species,63595.5782,1246.4208894142444
rxn00907_c,308.26666666666665,Other_species,60213.3516,18430.46385081145
rxn08300_c,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn08297_c,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn05345_c,0.044333333333333336,Other_species,43139.3518,3.6996383427346724
rxn01465_c,1.605,Other_species,89520.8894,64.54359467076519
rxn03052_c,0.399,Other_species,86287.6334,16.646649622911085
rxn01301_c,4.351272727272727,Other_species,89559.8108,174.9063746144249
rxn01643_c_reverse,188.71428571428572,Other_species,39981.6492,16992.0811713647
rxn01637_c,1.55,Other_species,84087.3992,66.35952655317706
rxn00566_c,91.11354545454546,Other_species,85342.5658,3843.4368660188984
rxn00708_c_num1,90.68232558139535,Other_species,219589.16139999998,1486.6688775151142
rxn01269_c,16.368000000000002,Other_species,29994.873,1964.4957323206538
rxn03406_c,165.06,Other_species,49430.8004,12021.168890479872
rxn06673_c,10.670285714285715,Other_species,61043.1223,629.2769295555606
rxn02175_c,4.699999999999999,Other_species,111745.1844,151.41592088150867
rxn02835_c,4.2175,Other_species,24699.8434,614.7002535246843
rxn01675_c,12.457142857142857,Other_species,62599.3706,716.3924150655004
rxn01575_c,214.16363636363636,Other_species,40254.5762,19152.830899983262
rxn09562_c,1142.7105161621917,fill,22278.8922,184648.22313669126
rxn03435_c,2.9369259259259257,Other_species,35895.7825,294.5452807257602
rxn00143_c,1.4381044444444444,Other_species,24501.9496,211.29649209628607
rxn00737_c,373.93,Other_species,68460.4058,19663.16127211738
rxn01259_c,98.92666666666666,Other_species,127713.0154,2788.5646493004188
rxn01256_c_num1,133416.54071428571,Other_species,169179.898,2838987.091548126
rxn00213_c,109.36363636363636,Other_species,63467.0126,6203.365729381926
rxn01629_c,0.51,Other_species,91513.3746,20.06264120436009
rxn01740_c,92.95833725882353,Other_species,59821.8268,5594.112250209061
rxn05655_c_num1,1142.7105161621917,fill,100158.9224,41072.30548822169
rxn00139_c_reverse,11.431888888888889,Other_species,58843.0986,699.398926622807
rxn03910_c,2.3333333333333335,Other_species,50271.339900000006,167.09321885410893
rxn00237_c,677.0,Other_species,16903.2791,144185.04158758165
rxn00463_c,1.003999963,Other_species,67371.6422,53.64868286971933
rxn08311_c,8.92,Other_species,31518.5888,1018.827340391585
rxn03175_c,7.91625,Other_species,26040.6031,1094.3870958196048
rxn03421_c_num1,7.2103725,Other_species,20970.079,1237.8275255901515
rxn05336_c,28.445818181818183,Other_species,102101.1492,1002.9754440270831
rxn05567_c,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn00132_c,90.68232558139535,Other_species,219589.16139999998,1486.6688775151142
rxn06556_c,1.810125,Other_species,81869.7114,79.5953703581762
rxn08893_c,20.87909090909091,Other_species,346680.508,216.81267200845127
rxn06864_c,81000.15677,Other_species,88610.84,3290800.136552142
rxn00712_c,5.2,Other_species,76254.525,245.49362808305477
rxn08615_c,303.75,Other_species,214854.2524,5089.496660108925
rxn00126_c,1.6604692307692308,Other_species,18915.3762,316.0227514147581
rxn00636_c,67.85,Other_species,101709.5374,2401.5446952568677
rxn00719_c_num1,0.65,Other_species,27156.1206,86.16841979999161
rxn08306_c,8.92,Other_species,31518.5888,1018.827340391585
rxn00206_c_reverse,50519.8,Other_species,51693.6207,3518253.849067299
rxn05340_c,28.445818181818183,Other_species,102101.1492,1002.9754440270831
rxn00405_c,9.5919,Other_species,105463.6154,327.4194599628717
rxn00299_c,0.01096625,Other_species,20970.079,1.8826109334161305
rxn08546_c,0.029745,Other_species,17453.3982,6.135309512390545
rxn01132_c,12.9,Other_species,247958.924,187.2890850260344
rxn05735_c,1142.7105161621917,fill,162478.1243,25318.841388076573
rxn02484_c,0.27999999999999997,Other_species,54958.439,18.34113228725437
rxn05671_c,1142.7105161621917,fill,325807.404,12626.348596374717
rxn01000_c_num1,638.1468333333333,Other_species,169179.898,13579.205491659537
rxn00647_c,110.963,Other_species,266847.555,1496.9850482609818
rxn00363_c_num1,90.68232558139535,Other_species,219589.16139999998,1486.6688775151142
rxn08128_c,57.15384210526316,Other_species,117297.966,1754.112527227858
rxn01670_c,90.68232558139535,Other_species,219589.16139999998,1486.6688775151142
rxn01706_c,2.5013666666666667,Other_species,76254.525,118.09030349346482
rxn01300_c,19.08511111111111,Other_species,136631.81,502.85800941962196
rxn00411_c,561.2830769230769,Other_species,103433.032,19535.52978049678
rxn00838_c,1.4273846153846155,Other_species,90576.291,56.73211564143884
rxn00831_c_num1,90.68232558139535,Other_species,219589.16139999998,1486.6688775151142
rxn01255_c,0.43915,Other_species,154636.496,10.223589132542164
rxn05485_c,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn00214_c,106.0,Other_species,148992.5346,2561.2021503257247
rxn01211_c,40.9,Other_species,60213.3516,2445.304838337549
rxn00109_c,3.8,Other_species,170353.7899,80.30346731957268
rxn00792_c,135000.1845,Other_species,88610.84,5484663.7747706715
rxn01917_c,63.46666666666667,Other_species,61164.3356,3735.510208010827
rxn05501_c,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn03253_c,92.11603090909091,Other_species,41063.8695,8075.6566614533795
rxn01509_c,139.08,Other_species,22278.8922,22473.648846866814
rxn02011_c,2.4333333333333336,Other_species,104855.0682,83.54388729490141
rxn01548_c,39.62307692307692,Other_species,57803.2118,2467.7361773014304
rxn01145_c_num1,90.68232558139535,Other_species,219589.16139999998,1486.6688775151142
rxn09176_c,21.90888888888889,Other_species,79788.8867,988.5085913850706
rxn03269_c,23.542857142857144,Other_species,61220.5964,1384.408037460506
rxn01669_c,2.5933333333333333,Other_species,281629.06200000003,33.14998790856321
rxn08352_c,2.64,Other_species,72684.7456,130.75645957822545
rxn00187_c_num1,166.8,Other_species,76063.3825,7894.468800411288
rxn05734_c,1142.7105161621917,fill,162478.1243,25318.841388076573
rxn08535_c_num1,1142.7105161621917,fill,37468.78,109791.61473055408
rxn00546_c,67.8875,Other_species,89155.1046,2741.233955099863
rxn02503_c,499.585,Other_species,18662.3424,96370.86071253306
rxn05338_c,28.445818181818183,Other_species,102101.1492,1002.9754440270831
rxn03135_c_reverse_num1,3.3453735,Other_species,27213.7841,442.54575386302116
rxn05645_c,1142.7105161621917,fill,41261.4882,99699.69668190228
rxn08310_c,8.92,Other_species,31518.5888,1018.827340391585
rxn00915_c_reverse,9.894572727272728,Other_species,39021.8162,912.8345445433629
rxn06033_c,1.810125,Other_species,81869.7114,79.5953703581762
rxn02853_c,11.6025,Other_species,162478.1243,257.07460730453545
rxn01515_c,2.5013666666666667,Other_species,76254.525,118.09030349346482
rxn10224_c,8.92,Other_species,31518.5888,1018.827340391585
rxn05337_c,28.445818181818183,Other_species,102101.1492,1002.9754440270831
rxn01653_c,1.3739999999999999,Other_species,20928.238,236.35052315440984
rxn00474_c,13.090900000000001,Other_species,143045.5312,329.4562200206644
rxn08073_c_num1,1142.7105161621917,fill,27386.5376,150210.95102521795
rxn01802_c,6.781733333333333,Other_species,41063.8695,594.5430934120809
rxn09022_c,1142.7105161621917,fill,41697.2873,98657.68553686919
rxn02811_c_num1,3.2,Other_species,44508.9581,258.824301708379
rxn03062_c,48.800769230769234,Other_species,77129.933,2277.7508341770404
rxn10258_c,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn05608_c,0.23750000000000002,Other_species,41198.2806,20.753293281856042
rxn01544_c_reverse,13.0844,Other_species,41697.6306,1129.6526762362369
rxn00863_c,3.6677,Other_species,45855.9126,287.9393136317169
rxn00711_c_reverse,0.009000000000000001,Other_species,86369.307,0.3751332634867616
rxn09242_c_num1,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn08299_c,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn01138_c,18.79,Other_species,57803.2118,1170.2463910491563
rxn02402_c_reverse,400.852,Other_species,59403.7804,24292.514555184775
rxn05465_c_num1,429.6084972727273,Other_species,63283.2636,24439.172416225043
rxn05347_c,0.044333333333333336,Other_species,43139.3518,3.6996383427346724
rxn06077_c,4.804266666,Other_species,36177.1413,478.0742583881275
rxn08126_c,57.15384210526316,Other_species,117297.966,1754.112527227858
rxn00113_c,0.043,Other_species,239571.3252,0.6461541249595258
rxn00297_c,3.93,Other_species,86546.7206,163.47239851396517
rxn00745_c_num1,4.833333,Other_species,17782.2636,978.50302927688
rxn06023_c,1.0254999999999999,Other_species,13745.6425,268.57966079068325
rxn03481_c,56.0483,Other_species,213090.8964,946.8911314786698
rxn00611_c,326.40500333,Other_species,36185.1273,32473.50775488359
rxn01678_c,890.0,Other_species,16903.2791,189549.02069859332
rxn02286_c,3.925,Other_species,97423.5886,145.03674318562312
rxn00872_c_reverse,0.77577,Other_species,41063.8695,68.01044407176484
rxn00690_c,303.19714285714286,Other_species,116941.6396,9333.798619715217
rxn08438_c,1.810125,Other_species,81869.7114,79.5953703581762
rxn00931_c,212.8,Other_species,28013.1376,27347.168708442
rxn00066_c,45.517282076923074,Other_species,41785.1282,3921.5439209044494
rxn00938_c,9.3823,Other_species,20400.9742,1655.6209359845177
rxn00412_c,7.9591111111111115,Other_species,239571.3252,119.60029012687534
rxn09989_c,1142.7105161621917,fill,127713.0154,32210.952386485504
rxn01103_c,310.6363637772727,Other_species,10303.6172,108533.8175799254
rxn00515_c,890.0,Other_species,16903.2791,189549.02069859332
rxn03437_c,14.895461538461538,Other_species,117169.4754,457.65897095124774
rxn01353_c,890.0,Other_species,16903.2791,189549.02069859332
rxn00735_c,48.800769230769234,Other_species,77129.933,2277.7508341770404
rxn00775_c,4.984545454545454,Other_species,20198.8417,888.3857749310266
rxn00547_c,10.113333333333333,Other_species,139247.356,261.46277420161573
rxn04750_c,4376.4216,Other_species,31543.3946,499474.38948121323
rxn08020_c,0.016,Other_species,17453.3982,3.300216917070052
rxn05610_c_num1,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn08025_c,56.0483,Other_species,213090.8964,946.8911314786698
rxn00189_c_num1,18.950833333333335,Other_species,69573.6653,980.5865438571342
rxn02508_c,32.725,Other_species,45991.9928,2561.532841429737
rxn09992_c,1142.7105161621917,fill,213090.8964,19305.178811871054
rxn10253_c,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn10221_c,8.92,Other_species,31518.5888,1018.827340391585
rxn08475_c,1142.7105161621917,fill,77787.9349,52884.266222934406
rxn00993_c,0.1,Other_species,32330.4336,11.135019234632226
rxn09996_c,1142.7105161621917,fill,57921.3458,71023.17464080556
rxn00048_c,0.14700000000000002,Other_species,22392.2594,23.63316673618028
rxn00283_c,80.515,Other_species,125385.2498,2311.70732173315
rxn00726_c,27.946357142857142,Other_species,148999.0402,675.218347576213
rxn00184_c_num1,5.466,Other_species,107197.0282,183.5647902783932
rxn05330_c,7.070588235294117,Other_species,16026.5332,1588.2485207130649
rxn00304_c,561.2830769230769,Other_species,103433.032,19535.52978049678
rxn05170_c_num1,1.4642857142857142,Other_species,41198.2806,127.95263527159362
rxn02475_c,6.166667,Other_species,39696.2889,559.2462624384015
rxn00575_c,153.75,Other_species,110663.6964,5001.640266915935
rxn05339_c,28.445818181818183,Other_species,102101.1492,1002.9754440270831
rxn03108_c,0.07,Other_species,54958.439,4.585283071813595
rxn00675_c,54.6,Other_species,185696.69400000002,1058.5002660305843
rxn05236_c,0.0158,Other_species,88436.0643,0.6431765191070359
rxn00124_c,13.004454545454545,Other_species,60919.1414,768.4946847204967
rxn08793_c,169.05,Other_species,276389.82999999996,2201.889989946447
rxn00205_c,198.98454545454544,Other_species,40620.035,17635.247326506822
rxn00440_c,0.069,Other_species,23763.1149,10.453175059133347
rxn02789_c_num1,3.2,Other_species,44508.9581,258.824301708379
rxn01370_c,5.2,Other_species,76254.525,245.49362808305477
rxn00410_c,8.77775,Other_species,239571.3252,131.90184582240644
rxn10257_c,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn12510_c,1.069090909090909,Other_species,54414.3932,70.72994930920727
rxn05342_c,28.445818181818183,Other_species,102101.1492,1002.9754440270831
rxn00407_c,257.71,Other_species,60098.359200000006,15437.293336287952
rxn00414_c,400.85923076923075,Other_species,310500.8246,4647.630912504928
rxn08123_c_num1,1142.7105161621917,fill,27386.5376,150210.95102521795
rxn05349_c,3.8186999999999998,Other_species,17453.3982,787.6586463259631
rxn00303_c,11.717058823529412,Other_species,163371.7986,258.19273660555683
rxn01073_c,1.645995238095238,Other_species,27247.657,217.47128045331962
rxn02200_c_num1,0.0354,Other_species,43214.1362,2.949034996562074
rxn01069_c,1023.025,Other_species,110468.0484,33338.96138605088
rxn00791_c_reverse,0.9335642307692308,Other_species,70584.119,47.614552372173556
rxn00358_c,13.748913333333332,Other_species,43149.0811,1147.094833498088
rxn01672_c,3.47,Other_species,60098.359200000006,207.85925217073145
rxn01646_c,27.884,Other_species,57803.2118,1736.623223417492
rxn08981_c,0.156875,Other_species,54166.3485,10.42621508813724
rxn03446_c,2.3699261664285713,Other_species,110468.0484,77.23259641783312
rxn01302_c,5.060933333333334,Other_species,89559.8108,203.43231899726163
rxn08933_c,1142.7105161621917,fill,127713.0154,32210.952386485504
rxn00101_c_num1,4127.666666666667,Other_species,85185.16159999999,174438.83090549897
