,kcat,data_type,MW,kcat_MW
rxn01370_c_reverse,5.2,Other_species,76254.525,245.49362808305477
rxn10257_c_reverse,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn05342_c_reverse,28.445818181818183,Other_species,102101.1492,1002.9754440270831
rxn08123_c_reverse_num1,1142.7105161621917,fill,27386.5376,150210.95102521795
rxn05349_c_reverse,3.8186999999999998,Other_species,17453.3982,787.6586463259631
rxn02200_c_reverse_num1,0.0354,Other_species,43214.1362,2.949034996562074
rxn00358_c_reverse,13.748913333333332,Other_species,43149.0811,1147.094833498088
rxn01646_c_reverse,27.884,Other_species,57803.2118,1736.623223417492
rxn01302_c_reverse,5.060933333333334,Other_species,89559.8108,203.43231899726163
rxn08933_c_reverse,1142.7105161621917,fill,127713.0154,32210.952386485504
rxn00784_c_reverse,134.3,Other_species,89055.5662,5428.970031072578
rxn02285_c_reverse,30.20769230769231,Other_species,96388.1349,1128.226958852508
rxn08936_c_reverse,1142.7105161621917,fill,127713.0154,32210.952386485504
rxn00559_c_reverse,16370.337,Other_species,241364.82189999998,244166.539001349
rxn01366_c_reverse,269.153,Other_species,53075.8826,18255.95265748817
rxn01361_c_reverse_num1,49.3,Other_species,53912.008,3292.0309701690203
rxn01647_c_reverse,27.884,Other_species,57803.2118,1736.623223417492
rxn00260_c_reverse_num1,535.186,Other_species,266847.555,7220.113371471589
rxn02803_c_reverse,92.11603090909091,Other_species,41063.8695,8075.6566614533795
rxn00817_c_reverse,60.99666666666667,Other_species,164769.1972,1332.7005516295615
rxn03136_c_reverse,35.741,Other_species,53615.9384,2399.8013247493586
rxn01128_c_reverse,2.5013666666666667,Other_species,76254.525,118.09030349346482
rxn08040_c_reverse,1.2,Other_species,545815.5228,7.914762075359575
rxn05331_c_reverse,7.070588235294117,Other_species,16026.5332,1588.2485207130649
rxn02476_c_reverse,26.37001335,Other_species,44188.2461,2148.35519484445
rxn01512_c_reverse,425.4557142857143,Other_species,16903.2791,90612.03819491873
rxn01257_c_reverse,0.5452114,Other_species,41926.139,46.81473388236393
rxn00903_c_reverse,203.0,Other_species,40254.5762,18154.457678776904
rxn08668_c_reverse,2.8,Other_species,27247.657,369.94006493842755
rxn05341_c_reverse,28.445818181818183,Other_species,102101.1492,1002.9754440270831
rxn00298_c_reverse,8.235,Other_species,47773.0686,620.5588392954937
rxn08124_c_reverse_num1,1142.7105161621917,fill,27386.5376,150210.95102521795
rxn07438_c_reverse,0.4143125,Other_species,36177.1413,41.22838196726174
rxn01510_c_reverse,2.5013666666666667,Other_species,76254.525,118.09030349346482
rxn00693_c_reverse_num1,7.666666666666667,Other_species,339900.8752,81.20014396479553
rxn01101_c_reverse_num1,913.3375,Other_species,81961.5786,40116.54065433045
rxn02005_c_reverse,1142.7105161621917,fill,187178.9473,21977.67386516277
rxn01859_c_reverse,27.884,Other_species,57803.2118,1736.623223417492
rxn00806_c_reverse,183.70909090909092,Other_species,40254.5762,16429.255744412163
rxn01790_c_reverse,3.485,Other_species,66982.7802,187.30187016035507
rxn01446_c_reverse,27.884,Other_species,57803.2118,1736.623223417492
rxn02003_c_reverse,23.542857142857144,Other_species,61220.5964,1384.408037460506
rxn00577_c_reverse,182.66666666666666,Other_species,56259.4578,11688.70134400762
rxn00912_c_reverse,0.781,Other_species,297250.658,9.458683855966434
rxn08898_c_reverse,1142.7105161621917,fill,346680.50800000003,11866.135428023226
rxn08890_c_reverse,20.87909090909091,Other_species,346680.508,216.81267200845127
rxn01602_c_reverse,23.735,Other_species,43214.1362,1977.2696509435261
rxn03068_c_reverse,0.51,Other_species,35895.7825,51.14807011102209
rxn01649_c_reverse,27.884,Other_species,57803.2118,1736.623223417492
rxn00085_c_reverse,23.6,Other_species,569609.0614,149.15493056094138
rxn00119_c_reverse,170.79666666666668,Other_species,157018.5204,3915.8947519925805
rxn01674_c_reverse,5.2,Other_species,76254.525,245.49362808305477
rxn05740_c_reverse,1142.7105161621917,fill,247958.924,16590.481164468554
rxn03904_c_reverse,5.3149999999999995,Other_species,72801.2976,262.8249856909144
rxn01679_c_reverse,5.2,Other_species,76254.525,245.49362808305477
rxn01171_c_reverse,7262.9,Other_species,76909.065,339965.6464423277
rxn10199_c_reverse,1142.7105161621917,fill,147835.218,27826.643162821256
rxn00409_c_reverse,890.0,Other_species,16903.2791,189549.02069859332
rxn00840_c_reverse,561.2830769230769,Other_species,103433.032,19535.52978049678
rxn01985_c_reverse,20.332,Other_species,57803.2118,1266.2825770522322
rxn00946_c_reverse,92.11603090909091,Other_species,41063.8695,8075.6566614533795
rxn00193_c_reverse,15.7827,Other_species,58722.0964,967.5696796138225
rxn00653_c_reverse,240.0,Other_species,162478.1243,5317.638935840423
rxn03251_c_reverse,0.77577,Other_species,41063.8695,68.01044407176484
rxn00929_c_reverse,212.8,Other_species,28013.1376,27347.168708442
rxn08942_c_reverse,1142.7105161621917,fill,247958.924,16590.481164468554
rxn00347_c_reverse,52.001375,Other_species,98597.6468,1898.6756385751794
rxn10770_c_reverse_num1,4.696068478873239,Other_species,231000.13989999998,73.18543846450572
rxn01799_c_reverse,27.884,Other_species,57803.2118,1736.623223417492
rxn00897_c_reverse,22.7619,Other_species,44880.0987,1825.8168402824836
rxn01485_c_reverse,1.5664,Other_species,47105.2952,119.71138225665976
rxn00239_c_reverse_num1,334.64,Other_species,22278.8922,54073.78379433067
rxn01710_c_reverse,64.65833333333333,Other_species,231000.13989999998,1007.6617273944778
rxn01329_c_reverse_num1,10.234,Other_species,63406.3274,581.0524203298991
rxn08076_c_reverse_num1,1142.7105161621917,fill,27386.5376,150210.95102521795
rxn10255_c_reverse,10.403333333333332,Other_species,17917.1538,2090.287353563935
rxn02186_c_reverse,1.3656468181818182,Other_species,35895.7825,136.9611749083488
rxn03066_c_reverse,2.636,Other_species,87835.1536,108.0387477115996
rxn02474_c_reverse,0.21666666666666667,Other_species,39696.2889,19.649191942473998
rxn00104_c_reverse,18.7725,Other_species,79788.8867,846.9976558778078
rxn05518_c_reverse_num1,1142.7105161621917,fill,22342.082,184125.98513352024
rxn02914_c_reverse,0.5483333333333333,Other_species,79644.583,24.78511313192512
rxn00686_c_reverse,1.4,Other_species,43214.1362,116.62850268889558
rxn08129_c_reverse,743.6357,Other_species,117297.966,22822.97478201796
rxn00117_c_reverse,890.0,Other_species,16903.2791,189549.02069859332
rxn03445_c_reverse,0.11499999999999999,Other_species,79644.583,5.19809363557092
rxn01834_c_reverse,70.96,Other_species,27590.8152,9258.73331934027
rxn00701_c_reverse,280.3222222222222,Other_species,113864.8824,8862.78524800022
rxn00839_c_reverse,890.0,Other_species,16903.2791,189549.02069859332
rxn21857_c_reverse,159.069,Other_species,102101.1492,5608.638144496027
rxn45425_c_reverse,0.000725,Other_species,35419.1302,0.07368899194481066
rxn45996_c_reverse,0.009049999999999999,Other_species,210948.75960000002,0.15444508923293992
rxn39452_c_reverse,1142.7105161621917,fill,110288.244,37300.0576397235
rxn42230_c_reverse,74.93867,Other_species,18685.5198,14437.87568596299
rxn47768_c_reverse,1142.7105161621917,fill,43139.3518,95359.7512836039
rxn39451_c_reverse,96.02176923076924,Other_species,110288.244,3134.317463888257
rxn21861_c_reverse,159.069,Other_species,102101.1492,5608.638144496027
rxn16574_c_reverse,0.0012,Other_species,17186.5321,0.25135960965621446
rxn15167_c_reverse,13.697692307692307,Other_species,65071.389,757.80912418655
rxn15395_c_reverse,89.84178947368422,Other_species,153202.4144,2111.131494708762
rxn00568_c_reverse_num2,130.0,Other_species,88852.1236,5267.178555088581
rxn00781_c_num2,125.234,Other_species,144029.8568,3130.2009876052307
rxn00171_c_num2,11.03,Other_species,231000.13989999998,171.89599979112396
rxn01334_c_num2,16.6515,Other_species,32755.9571,1830.0610120166507
rxn00777_c_num2,7734.305,Other_species,49180.894700000004,566144.6008626597
rxn00786_c_num2,18.5473,Other_species,32755.9571,2038.4163954104092
rxn01106_c_num2,324.9216666666667,Other_species,56131.1204,20839.028183731036
rxn00799_c_num2,478.9045454545455,Other_species,60186.1194,28645.414936593563
rxn05209_c_num2,1142.7105161621917,fill,82724.4624,49728.432664723965
rxn05226_c_num2,1142.7105161621917,fill,124962.8206,32919.85438894526
rxn05226_c_num3,1142.7105161621917,fill,16965.2711,242481.11532882546
rxn05226_c_num4,1142.7105161621917,fill,17782.2636,231340.50595132838
rxn05226_c_num5,1142.7105161621917,fill,19994.737,205742.03392542194
rxn05226_c_num6,1142.7105161621917,fill,9078.3017,453141.7873217289
rxn05226_c_num7,1142.7105161621917,fill,100044.5108,41119.276063109
rxn00569_c_reverse_num2,130.0,Other_species,88852.1236,5267.178555088581
rxn00785_c_num2,31899.69230769231,Other_species,31044.9563,3699115.927172115
rxn01200_c_num2,28.642,Other_species,31044.9563,3321.3511078448514
rxn02201_c_num2,0.0354,Other_species,18662.3424,6.828724780014753
rxn00364_c_num2,114.32454545454546,Other_species,22768.1038,18076.53229498908
rxn00364_c_num3,114.32454545454546,Other_species,23955.2261,17180.733837296724
rxn12637_c_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn01219_c_num2,51.74,Other_species,22768.1038,8180.918430282279
rxn01219_c_num3,51.74,Other_species,23955.2261,7775.505821671205
rxn00800_c_num2,1.5233333333333334,Other_species,53615.9384,102.28301814074003
rxn00192_c_num2,0.22,Other_species,16680.9247,47.47938224311989
rxn00192_c_num3,0.22,Other_species,38491.2342,20.576113405061978
rxn00192_c_num4,0.22,Other_species,19229.9847,41.18568019453494
rxn00192_c_num5,0.22,Other_species,20831.5131,38.019321793768306
rxn00192_c_num6,0.22,Other_species,30310.6344,26.129443202943982
rxn00192_c_num7,0.22,Other_species,20145.7988,39.31340761727453
rxn00192_c_num8,0.22,Other_species,17523.0301,45.19766247505333
rxn00192_c_num9,0.22,Other_species,45931.4328,17.243093709891845
rxn00192_c_num10,0.22,Other_species,17830.8762,44.41733491481479
rxn00192_c_num11,0.22,Other_species,62479.6048,12.676136517432004
rxn01218_c_num2,90.68232558139535,Other_species,33236.0714,9822.351389370984
rxn10344_c_num2,1142.7105161621917,fill,80177.2741,51308.27786752967
rxn10344_c_num3,1142.7105161621917,fill,77573.106,53030.722505605096
rxn10344_c_num4,1142.7105161621917,fill,97330.0442,42266.06380380016
rxn10344_c_num5,1142.7105161621917,fill,93002.7445,44232.65012554431
rxn12846_c_num2,7.594,Other_species,38522.6475,709.6708501148578
rxn01268_c_num2,37.975,Other_species,44188.2461,3093.809147586874
rxn12641_c_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn00789_c_reverse_num2,0.986125,Other_species,23192.9979,153.06559399119337
rxn05560_c_num2,1142.7105161621917,fill,284982.8116,14435.108682827977
rxn05560_c_num3,1142.7105161621917,fill,284982.8116,14435.108682827977
rxn05560_c_num4,1142.7105161621917,fill,284982.8116,14435.108682827977
rxn05157_c_num2,1142.7105161621917,fill,28104.8472,146371.8279238284
rxn05157_c_num3,1142.7105161621917,fill,25854.9119,159109.3357461369
rxn05157_c_num4,1142.7105161621917,fill,39785.9585,103397.22890385787
rxn05157_c_num5,1142.7105161621917,fill,30563.5291,134596.9519659917
rxn10481_c_num2,1142.7105161621917,fill,80177.2741,51308.27786752967
rxn10481_c_num3,1142.7105161621917,fill,77573.106,53030.722505605096
rxn10481_c_num4,1142.7105161621917,fill,97330.0442,42266.06380380016
rxn10481_c_num5,1142.7105161621917,fill,93002.7445,44232.65012554431
rxn00913_c_num2,90.68232558139535,Other_species,33236.0714,9822.351389370984
rxn03174_c_reverse_num2,7.2103725,Other_species,38824.9277,668.5740975636124
rxn05617_c_num2,1142.7105161621917,fill,122642.3804,33542.710478766036
rxn05617_c_num3,1142.7105161621917,fill,32016.185,128489.94526311893
rxn05617_c_num4,1142.7105161621917,fill,122642.3804,33542.710478766036
rxn12638_c_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn01445_c_num2,90.68232558139535,Other_species,33236.0714,9822.351389370984
rxn00917_c_num2,6.558888888888889,Other_species,112887.7706,209.16348931777026
rxn12847_c_num2,7.594,Other_species,38522.6475,709.6708501148578
rxn00708_c_num2,90.68232558139535,Other_species,33236.0714,9822.351389370984
rxn12646_c_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn12644_c_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn01256_c_num2,133416.54071428571,Other_species,169179.898,2838987.091548126
rxn05655_c_num2,1142.7105161621917,fill,62216.1267,66120.4429845018
rxn05655_c_num3,1142.7105161621917,fill,124962.8206,32919.85438894526
rxn03421_c_num2,7.2103725,Other_species,129927.15,199.78380961946755
rxn00719_c_num2,0.65,Other_species,44057.1383,53.112845960764545
rxn12844_c_num2,7.594,Other_species,38522.6475,709.6708501148578
rxn12639_c_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn01000_c_num2,638.1468333333333,Other_species,169179.898,13579.205491659537
rxn00363_c_num2,90.68232558139535,Other_species,33236.0714,9822.351389370984
rxn12643_c_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn00831_c_num2,90.68232558139535,Other_species,33236.0714,9822.351389370984
rxn12634_c_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn00527_c_num3,160.213,Other_species,89331.3386,6456.488943735586
rxn00527_c_num4,160.213,Other_species,88464.2652,6519.77155630068
rxn00527_c_num5,160.213,Other_species,89051.9512,6476.7452282393115
rxn01145_c_num2,90.68232558139535,Other_species,33236.0714,9822.351389370984
rxn00187_c_num2,166.8,Other_species,49430.8004,12147.891499648871
rxn08535_c_num2,1142.7105161621917,fill,62287.1344,66045.06529014264
rxn08535_c_num3,1142.7105161621917,fill,59798.3992,68793.77898436936
rxn08535_c_num4,1142.7105161621917,fill,30274.3286,135882.71147271254
rxn03135_c_reverse_num2,3.3453735,Other_species,21747.8374,553.7720545951847
rxn08073_c_num2,1142.7105161621917,fill,405701.6512,10139.859786165665
rxn08073_c_num3,1142.7105161621917,fill,386137.4752,10653.609458789691
rxn02811_c_num2,3.2,Other_species,62120.8315,185.44503867434548
rxn02811_c_num3,3.2,Other_species,17611.8734,654.1041795133503
rxn05465_c_num2,429.6084972727273,Other_species,17453.3982,88612.57690103113
rxn12845_c_num2,7.594,Other_species,38522.6475,709.6708501148578
rxn00745_c_num2,4.833333,Other_species,19994.737,870.2289407457571
rxn00745_c_num3,4.833333,Other_species,9078.3017,1916.657914111843
rxn00745_c_num4,4.833333,Other_species,19382.0528,897.7376637834768
rxn12640_c_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn00650_c_num2,8888.828742413792,Other_species,38522.6475,830674.5654667077
rxn12633_c_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn05610_c_num2,1142.7105161621917,fill,37468.78,109791.61473055408
rxn05610_c_num3,1142.7105161621917,fill,62287.1344,66045.06529014264
rxn05610_c_num4,1142.7105161621917,fill,59798.3992,68793.77898436936
rxn05610_c_num5,1142.7105161621917,fill,30274.3286,135882.71147271254
rxn00189_c_num2,18.950833333333335,Other_species,232601.975,293.30361446844984
rxn00189_c_num3,18.950833333333335,Other_species,77898.8496,875.7895700683109
rxn00184_c_num2,5.466,Other_species,132362.6002,148.66435058141147
rxn00184_c_num3,5.466,Other_species,330049.433,59.62015998979159
rxn05170_c_num2,1.4642857142857142,Other_species,201253.09100000001,26.193031596362268
rxn05170_c_num3,1.4642857142857142,Other_species,149684.6615,35.21689208903059
rxn02789_c_num2,3.2,Other_species,62120.8315,185.44503867434548
rxn02789_c_num3,3.2,Other_species,17611.8734,654.1041795133503
rxn08123_c_num2,1142.7105161621917,fill,405701.6512,10139.859786165665
rxn08123_c_num3,1142.7105161621917,fill,386137.4752,10653.609458789691
rxn02200_c_num2,0.0354,Other_species,18662.3424,6.828724780014753
rxn00101_c_num2,4127.666666666667,Other_species,180222.101,82451.59676614802
rxn01361_c_num2,49.3,Other_species,64373.5432,2757.0332651815256
rxn00260_c_num2,535.186,Other_species,567184.1943,3396.902839258122
rxn00260_c_num3,535.186,Other_species,80293.1836,23995.43166202218
rxn08715_c_num2,1142.7105161621917,fill,80177.2741,51308.27786752967
rxn08715_c_num3,1142.7105161621917,fill,77573.106,53030.722505605096
rxn08715_c_num4,1142.7105161621917,fill,97330.0442,42266.06380380016
rxn08715_c_num5,1142.7105161621917,fill,93002.7445,44232.65012554431
rxn01961_c_num2,90.68232558139535,Other_species,33236.0714,9822.351389370984
rxn06874_c_num2,466.43333333333334,Other_species,104692.7928,16038.926415954777
rxn06874_c_num3,466.43333333333334,Other_species,60266.4664,27862.26072813189
rxn06874_c_num4,466.43333333333334,Other_species,118811.8022,14132.939395813659
rxn06874_c_num5,466.43333333333334,Other_species,100894.627,16642.70982437945
rxn06874_c_num6,466.43333333333334,Other_species,59471.8798,28234.52034216682
rxn06874_c_num7,466.43333333333334,Other_species,50780.7016,33066.892482635565
rxn00533_c_num2,9.260777777777777,Other_species,31564.7865,1056.202296822125
rxn08124_c_num2,1142.7105161621917,fill,405701.6512,10139.859786165665
rxn08124_c_num3,1142.7105161621917,fill,386137.4752,10653.609458789691
rxn12642_c_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn00693_c_num2,7.666666666666667,Other_species,96198.434,286.90695734194594
rxn01101_c_num2,913.3375,Other_species,72075.2864,45619.17356460203
rxn12635_c_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn01507_c_num2,90.68232558139535,Other_species,33236.0714,9822.351389370984
rxn01521_c_num2,90.68232558139535,Other_species,33236.0714,9822.351389370984
rxn12636_c_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn05144_c_num2,1142.7105161621917,fill,378071.2644,10880.905917862956
rxn03901_c_num2,18.0,Other_species,29605.0515,2188.8156485726768
rxn03901_c_num3,18.0,Other_species,28396.6723,2281.9575235933544
rxn10770_c_num2,4.696068478873239,Other_species,80353.0104,210.39468763878028
rxn00239_c_num2,334.64,Other_species,24296.3683,49583.706713896005
rxn01329_c_num2,10.234,Other_species,125915.8608,292.59538683946323
rxn01329_c_num3,10.234,Other_species,163699.3056,225.06143117078685
rxn08043_c_num2,79.638,Other_species,18856.5087,15204.129489781957
rxn08076_c_num2,1142.7105161621917,fill,405701.6512,10139.859786165665
rxn08076_c_num3,1142.7105161621917,fill,386137.4752,10653.609458789691
rxn12645_c_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn05518_c_num2,1142.7105161621917,fill,24781.8716,165998.6753455655
rxn05518_c_num3,1142.7105161621917,fill,98786.4784,41642.924465094504
rxn00493_c_num3,246.793,Other_species,89331.3386,9945.611628839959
rxn00493_c_num4,246.793,Other_species,88464.2652,10043.092518672727
rxn00493_c_num5,246.793,Other_species,89051.9512,9976.814522622162
rxn14048_c_reverse_num2,0.48,Other_species,460279.6212,3.7542396413182764
rxn14048_c_reverse_num3,0.48,Other_species,338578.46160000004,5.103691451116215
rxn14048_c_reverse_num4,0.48,Other_species,259017.0276,6.671376071339026
rxn00781_c_reverse_num2,125.234,Other_species,144029.8568,3130.2009876052307
rxn00171_c_reverse_num2,11.03,Other_species,231000.13989999998,171.89599979112396
rxn01334_c_reverse_num2,16.6515,Other_species,32755.9571,1830.0610120166507
rxn00777_c_reverse_num2,7734.305,Other_species,49180.894700000004,566144.6008626597
rxn00786_c_reverse_num2,18.5473,Other_species,32755.9571,2038.4163954104092
rxn01106_c_reverse_num2,324.9216666666667,Other_species,56131.1204,20839.028183731036
rxn00799_c_reverse_num2,478.9045454545455,Other_species,60186.1194,28645.414936593563
rxn05209_c_reverse_num2,1142.7105161621917,fill,82724.4624,49728.432664723965
rxn00785_c_reverse_num2,31899.69230769231,Other_species,31044.9563,3699115.927172115
rxn01200_c_reverse_num2,28.642,Other_species,31044.9563,3321.3511078448514
rxn00364_c_reverse_num2,114.32454545454546,Other_species,22768.1038,18076.53229498908
rxn00364_c_reverse_num3,114.32454545454546,Other_species,23955.2261,17180.733837296724
rxn12637_c_reverse_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn01219_c_reverse_num2,51.74,Other_species,22768.1038,8180.918430282279
rxn01219_c_reverse_num3,51.74,Other_species,23955.2261,7775.505821671205
rxn00800_c_reverse_num2,1.5233333333333334,Other_species,53615.9384,102.28301814074003
rxn12846_c_reverse_num2,7.594,Other_species,38522.6475,709.6708501148578
rxn12641_c_reverse_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn05560_c_reverse_num2,1142.7105161621917,fill,284982.8116,14435.108682827977
rxn05560_c_reverse_num3,1142.7105161621917,fill,284982.8116,14435.108682827977
rxn05560_c_reverse_num4,1142.7105161621917,fill,284982.8116,14435.108682827977
rxn05617_c_reverse_num2,1142.7105161621917,fill,122642.3804,33542.710478766036
rxn05617_c_reverse_num3,1142.7105161621917,fill,32016.185,128489.94526311893
rxn05617_c_reverse_num4,1142.7105161621917,fill,122642.3804,33542.710478766036
rxn12847_c_reverse_num2,7.594,Other_species,38522.6475,709.6708501148578
rxn12646_c_reverse_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn12644_c_reverse_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn05655_c_reverse_num2,1142.7105161621917,fill,62216.1267,66120.4429845018
rxn05655_c_reverse_num3,1142.7105161621917,fill,124962.8206,32919.85438894526
rxn03421_c_reverse_num2,7.2103725,Other_species,129927.15,199.78380961946755
rxn00719_c_reverse_num2,0.65,Other_species,44057.1383,53.112845960764545
rxn12844_c_reverse_num2,7.594,Other_species,38522.6475,709.6708501148578
rxn12639_c_reverse_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn12634_c_reverse_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn00527_c_reverse_num3,160.213,Other_species,89331.3386,6456.488943735586
rxn00527_c_reverse_num4,160.213,Other_species,88464.2652,6519.77155630068
rxn00527_c_reverse_num5,160.213,Other_species,89051.9512,6476.7452282393115
rxn08535_c_reverse_num2,1142.7105161621917,fill,62287.1344,66045.06529014264
rxn08535_c_reverse_num3,1142.7105161621917,fill,59798.3992,68793.77898436936
rxn08535_c_reverse_num4,1142.7105161621917,fill,30274.3286,135882.71147271254
rxn08073_c_reverse_num2,1142.7105161621917,fill,405701.6512,10139.859786165665
rxn08073_c_reverse_num3,1142.7105161621917,fill,386137.4752,10653.609458789691
rxn02811_c_reverse_num2,3.2,Other_species,62120.8315,185.44503867434548
rxn02811_c_reverse_num3,3.2,Other_species,17611.8734,654.1041795133503
rxn05465_c_reverse_num2,429.6084972727273,Other_species,17453.3982,88612.57690103113
rxn12845_c_reverse_num2,7.594,Other_species,38522.6475,709.6708501148578
rxn00745_c_reverse_num2,4.833333,Other_species,19994.737,870.2289407457571
rxn00745_c_reverse_num3,4.833333,Other_species,9078.3017,1916.657914111843
rxn00745_c_reverse_num4,4.833333,Other_species,19382.0528,897.7376637834768
rxn12640_c_reverse_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn00650_c_reverse_num2,8888.828742413792,Other_species,38522.6475,830674.5654667077
rxn12633_c_reverse_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn05610_c_reverse_num2,1142.7105161621917,fill,37468.78,109791.61473055408
rxn05610_c_reverse_num3,1142.7105161621917,fill,62287.1344,66045.06529014264
rxn05610_c_reverse_num4,1142.7105161621917,fill,59798.3992,68793.77898436936
rxn05610_c_reverse_num5,1142.7105161621917,fill,30274.3286,135882.71147271254
rxn00184_c_reverse_num2,5.466,Other_species,132362.6002,148.66435058141147
rxn00184_c_reverse_num3,5.466,Other_species,330049.433,59.62015998979159
rxn02789_c_reverse_num2,3.2,Other_species,62120.8315,185.44503867434548
rxn02789_c_reverse_num3,3.2,Other_species,17611.8734,654.1041795133503
rxn08123_c_reverse_num2,1142.7105161621917,fill,405701.6512,10139.859786165665
rxn08123_c_reverse_num3,1142.7105161621917,fill,386137.4752,10653.609458789691
rxn02200_c_reverse_num2,0.0354,Other_species,18662.3424,6.828724780014753
rxn01361_c_reverse_num2,49.3,Other_species,64373.5432,2757.0332651815256
rxn00260_c_reverse_num2,535.186,Other_species,567184.1943,3396.902839258122
rxn00260_c_reverse_num3,535.186,Other_species,80293.1836,23995.43166202218
rxn08124_c_reverse_num2,1142.7105161621917,fill,405701.6512,10139.859786165665
rxn08124_c_reverse_num3,1142.7105161621917,fill,386137.4752,10653.609458789691
rxn12642_c_reverse_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn00693_c_reverse_num2,7.666666666666667,Other_species,96198.434,286.90695734194594
rxn01101_c_reverse_num2,913.3375,Other_species,72075.2864,45619.17356460203
rxn12635_c_reverse_num2,13284.0,Other_species,38522.6475,1241410.0043357613
rxn12636_c_reverse_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn10770_c_reverse_num2,4.696068478873239,Other_species,80353.0104,210.39468763878028
rxn00239_c_reverse_num2,334.64,Other_species,24296.3683,49583.706713896005
rxn01329_c_reverse_num2,10.234,Other_species,125915.8608,292.59538683946323
rxn01329_c_reverse_num3,10.234,Other_species,163699.3056,225.06143117078685
rxn08076_c_reverse_num2,1142.7105161621917,fill,405701.6512,10139.859786165665
rxn08076_c_reverse_num3,1142.7105161621917,fill,386137.4752,10653.609458789691
rxn12645_c_reverse_num2,1142.7105161621917,fill,38522.6475,106788.0357440098
rxn05518_c_reverse_num2,1142.7105161621917,fill,24781.8716,165998.6753455655
rxn05518_c_reverse_num3,1142.7105161621917,fill,98786.4784,41642.924465094504
rxn00493_c_reverse_num3,246.793,Other_species,89331.3386,9945.611628839959
rxn00493_c_reverse_num4,246.793,Other_species,88464.2652,10043.092518672727
rxn00493_c_reverse_num5,246.793,Other_species,89051.9512,9976.814522622162
