id,smiles
cpd03697,O=P([O-])([O-])OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
cpd00051,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]
cpd00051,NC(=[NH2+])NCCC[C@H]([NH3+])C(=O)[O-]
cpd02152,[NH2+]=C(NCCC[C@H]([NH3+])C(=O)[O-])NC(CC(=O)[O-])C(=O)[O-]
cpd00132,NC(=O)C[C@H]([NH3+])C(=O)[O-]
cpd00132,NC(=O)C[C@H]([NH3+])C(=O)[O-]
cpd00041,[NH3+][C@@H](CC(=O)[O-])C(=O)[O-]
cpd00041,[NH3+][C@@H](CC(=O)[O-])C(=O)[O-]
cpd00346,[NH3+][C@@H](CC=O)C(=O)[O-]
cpd00002,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O
cpd00650,C/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd00447,C[N+](C)(C)CC=O
cpd03517,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)[C@@H](O)[C@H]1O
cpd00120,CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
cpd00104,O=C([O-])CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
cpd00104,O=C([O-])CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
cpd12848,*NC(=O)[C@H](CCCCNC(=O)CCCC[C@@H]1SCC2NC(=O)NC21)NC(*)=O
cpd11465,*SC(=O)/C=C/C
cpd11464,
cpd00063,[Ca+2]
cpd00063,[Ca+2]
cpd01720,NC(=O)NCCC(=O)[O-]
cpd00343,NC(=O)N[C@@H](CC(=O)[O-])C(=O)[O-]
cpd03422,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@H]([C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)O)[C@]6(C)[N+](=C1[C@@H](CCC(N)=O)[C@]6(C)CC(N)=O)[Co-3]753)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
cpd00635,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-4]753[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
cpd00635,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@@H]8[C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]6[C@@H](CO)O[C@@H]([C@@H]6O)n6c[n+](c9cc(C)c(C)cc96)[Co-4]753[N+]3=C1[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@]83C)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
cpd01101,NC(=O)[O-]
cpd00146,NC(=O)OP(=O)([O-])[O-]
cpd12543,*NC(=O)[C@H](CCCCNC(=O)CCCC[C@@H]1SCC2C1NC(=O)N2C(=O)[O-])NC(*)=O
cpd01012,[Cd+2]
cpd01012,[Cd+2]
cpd00096,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)n1
cpd15417,
cpd15418,
cpd15419,
cpd15420,
cpd15421,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCCCC
cpd15422,
cpd15423,
cpd00402,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H](O)CO)[C@@H](O)[C@H]2O)c(=O)n1
cpd00158,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd00158,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd02760,O=P([O-])([O-])OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd01017,[NH3+][C@@H](CS)C(=O)NCC(=O)[O-]
cpd00098,C[N+](C)(C)CCO
cpd00216,C=C(O[C@@H]1C=C(C(=O)[O-])C=C[C@H]1O)C(=O)[O-]
cpd01157,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O
cpd01157,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O
cpd00137,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-]
cpd00274,NC(=O)NCCC[C@H]([NH3+])C(=O)[O-]
cpd00099,[Cl-]
cpd00099,[Cl-]
cpd00046,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
cpd02692,[NH3+]/C(C(=O)[O-])=C(\C=C\C=O)C(=O)[O-]
cpd00204,C#[O+]
cpd03915,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@H]([C@H](CC(=O)[O-])[C@@]6(C)CCC(=O)[O-])[C@]6(C)[N+](=C1[C@@H](CCC(=O)[O-])[C@]6(C)CC(N)=O)[Co-3]753)[C@@H](CCC(=O)[O-])C4(C)C)[C@@H](CCC(=O)[O-])[C@]2(C)CC(N)=O
cpd00011,O=C=O
cpd00011,O=C=O
cpd00010,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS
cpd00149,[Co+2]
cpd00149,[Co+2]
cpd00052,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)n1
cpd00058,[Cu+2]
cpd00058,[Cu+2]
cpd00084,[NH3+][C@@H](CS)C(=O)[O-]
cpd00084,[NH3+][C@@H](CS)C(=O)[O-]
cpd00367,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
cpd00438,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
cpd03091,C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
cpd00177,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O1
cpd00294,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1
cpd00115,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O1
cpd11225,CC(=O)[C@H](O)COP(=O)([O-])[O-]
cpd03129,CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd01107,CCCCCCCCCC(=O)[O-]
cpd11474,
cpd03128,CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd02375,O=C([O-])CC(Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O)C(=O)[O-]
cpd00533,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)n1
cpd00206,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)n1
cpd00356,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)n1
cpd00654,Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
cpd01741,CCCCCCCCCCCC(=O)[O-]
cpd11468,
cpd01260,CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd11594,
cpd00295,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1
cpd00296,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
cpd00277,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
cpd00241,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1
cpd00157,O=C(CO)CO
cpd00095,O=C(CO)COP(=O)([O-])[O-]
cpd00330,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2
cpd14545,[NH2+]=CC(=O)[O-]
cpd00449,NC(=O)CCCC[C@@H](S)CCS
cpd02295,O=C([O-])c1cc(O)c2ccccc2c1O
cpd02961,Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H](O)CO)CN2
cpd00282,O=C1C[C@@H](C(=O)[O-])NC(=O)N1
cpd00683,Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)[O-])cc1)CN2
cpd08636,CC(=O)C(=O)[C@@H](O)CO
cpd03704,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1
cpd03279,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
cpd00977,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O1
cpd00425,C[NH2+]C
cpd01997,Cc1cc2nc[nH]c2cc1C
cpd02656,Cc1nc2c(=O)[n-]c(=O)nc-2n(C[C@H](O)[C@H](O)[C@H](O)CO)c1C
cpd00202,CC(C)=CCOP(=O)([O-])OP(=O)([O-])O
cpd00638,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H]([n+]3cccc(C(=O)[O-])c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
cpd00655,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS
cpd01311,CC1NC(=O)NC1CCCCCC(=O)[O-]
cpd00297,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O
cpd02661,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)[C@H]([NH3+])[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
cpd00521,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)C(=O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
cpd00522,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](C)C(=O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
cpd00626,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
cpd02113,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
cpd00298,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
cpd00357,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O
cpd00357,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]c1=O
cpd00978,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1
cpd00299,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
cpd00412,O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
cpd00358,O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)O2)c(=O)[nH]1
cpd08289,CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
cpd00236,O=C[C@H](O)[C@H](O)COP(=O)([O-])[O-]
cpd02843,O=P([O-])([O-])OC[C@@H](O)[C@@H](O)c1c[nH]cn1
cpd03453,O=C(N[C@H]1COC(=O)[C@@H](NC(=O)c2cccc(O)c2O)COC(=O)[C@@H](NC(=O)c2cccc(O)c2O)COC1=O)c1cccc(O)c1O
cpd00162,[NH3+]CCO
cpd00363,CCO
cpd00802,O=P([O-])([O-])OCC1(O)O[C@H](CO)[C@@H](O)[C@@H]1O
cpd00015,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C
cpd00982,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2
cpd00055,C=O
cpd00290,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
cpd11621,
cpd11620,
cpd10515,[Fe+2]
cpd10515,[Fe+2]
cpd10516,[Fe+3]
cpd10516,[Fe+3]
cpd03726,O=C(N[C@H]1COC(=O)[C@@H](NC(=O)c2cccc(O)c2O)COC(=O)[C@@H](NC(=O)c2cccc(O)c2O)COC1=O)c1cccc(O)c1O.[Fe+3]
cpd02678,O=CNCC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
cpd00050,Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C
cpd00393,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[nH]1
cpd00393,Nc1nc2ncc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)nc2c(=O)[nH]1
cpd00047,O=C[O-]
cpd02826,[NH2+]=C(CNC=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
cpd02884,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=O
cpd00350,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O
cpd00082,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
cpd00082,OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H]1O
cpd00106,O=C([O-])/C=C/C(=O)[O-]
cpd00089,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd00501,O=P([O-])([O-])O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
cpd00102,O=C[C@H](O)COP(=O)([O-])[O-]
cpd00507,C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO
cpd00908,[NH3+]CCOP(=O)([O-])OC[C@H](O)CO
cpd02090,O=P([O-])(OCC(O)CO)OCC(O)CO
cpd15468,[NH3+][C@@H](COP(=O)([O-])OC[C@H](O)CO)C(=O)[O-]
cpd00079,O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
cpd00863,O=P([O-])([O-])OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
cpd00108,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O
cpd00348,O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
cpd01171,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
cpd01171,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
cpd03752,O=P([O-])([O-])OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
cpd00276,[NH3+][C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
cpd03671,[NH3+][C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO)[C@@H](O)[C@@H]1O
cpd00288,[NH3+][C@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O
cpd02394,[NH3+]CC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
cpd00229,O=CCO
cpd00031,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1
cpd00900,C[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2OC(n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@@H](O)C1=O
cpd00272,C[C@@H]1O[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2OC(n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
cpd00083,Nc1nc2c(ncn2C2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
cpd02740,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])O)[C@H]2O)c(=O)[nH]1
cpd00027,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
cpd00027,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
cpd00053,NC(=O)CC[C@H]([NH3+])C(=O)[O-]
cpd00053,NC(=O)CC[C@H]([NH3+])C(=O)[O-]
cpd00186,[NH3+][C@H](CCC(=O)[O-])C(=O)[O-]
cpd00023,[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]
cpd00023,[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]
cpd02345,[NH3+][C@H](C=O)CCC(=O)[O-]
cpd02097,[NH3+][C@@H](CCC(=O)OP(=O)([O-])[O-])C(=O)[O-]
cpd00858,[NH3+][C@@H](CCC=O)C(=O)[O-]
cpd00413,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCC(=O)[O-]
cpd12227,
cpd00040,O=CC(=O)[O-]
cpd00033,[NH3+]CC(=O)[O-]
cpd00033,[NH3+]CC(=O)[O-]
cpd00448,O=C[C@H](O)CO
cpd00100,OCC(O)CO
cpd00223,O=C([O-])[C@H](O)CO
cpd00080,O=P([O-])([O-])OC[C@H](O)CO
cpd00080,O=P([O-])([O-])OC[C@H](O)CO
cpd00139,O=C([O-])CO
cpd00155,OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@@H](O)[C@@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
cpd00126,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
cpd00283,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O
cpd00311,Nc1nc2c(ncn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
cpd00111,[NH3+][C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]
cpd00042,[NH3+][C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])C(=O)[O-]
cpd00038,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1
cpd00207,Nc1nc2[nH]cnc2c(=O)[nH]1
cpd00067,[H+]
cpd00067,[H+]
cpd11640,[H][H]
cpd08615,C/C(=C\COP(=O)([O-])OP(=O)([O-])O)CO
cpd00025,OO
cpd00239,[SH-]
cpd00165,NO
cpd00919,O=C([O-])CC[C@@](O)(CC(=O)[O-])C(=O)[O-]
cpd00135,[NH3+][C@@H](CCS)C(=O)[O-]
cpd00214,CCCCCCCCCCCCCCCC(=O)[O-]
cpd15237,
cpd03126,CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd15239,
cpd02590,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])O
cpd11472,
cpd00531,[Hg+2]
cpd00531,[Hg+2]
cpd00119,[NH3+][C@@H](Cc1c[nH]cn1)C(=O)[O-]
cpd00119,[NH3+][C@@H](Cc1c[nH]cn1)C(=O)[O-]
cpd00807,[NH3+][C@H](COP(=O)([O-])[O-])Cc1c[nH]cn1
cpd00641,[NH3+][C@H](CO)Cc1c[nH]cn1
cpd00755,O=C([O-])CCc1c[nH]c(Cc2[nH]c(Cc3[nH]c(Cc4[nH]c(CO)c(CC(=O)[O-])c4CCC(=O)[O-])c(CC(=O)[O-])c3CCC(=O)[O-])c(CC(=O)[O-])c2CCC(=O)[O-])c1CC(=O)[O-]
cpd09879,[NH3+][C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(=O)[O-])C(=O)[O-]
cpd00227,[NH3+][C@@H](CCO)C(=O)[O-]
cpd00415,Oc1ccc(O)cc1
cpd03125,CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd00226,O=c1[nH]cnc2[nH]cnc12
cpd03124,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
cpd03470,[NH2+]=C(CC(=O)[O-])C(=O)[O-]
